ImageFilePath,Genus,ScientificName,Dataset
database/4475179/d188s0141.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0139.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0160.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0161.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0199.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0190.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0202.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0197.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0225.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0147.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0156.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0230.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0191.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0025.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0177.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0163.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0140.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0167.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0164.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0174.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0195.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0208.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0168.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0171.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0149.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0204.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0186.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0061.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0205.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0207.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0176.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0127.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0162.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0133.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0154.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0135.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0182.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0128.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0146.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0134.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0130.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0159.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0192.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0227.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0228.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0142.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0178.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0196.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0183.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0229.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0170.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0172.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0144.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0203.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0180.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0153.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0185.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0181.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0200.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0152.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0157.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0189.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0184.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0193.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0224.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0158.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0137.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0201.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0129.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0210.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0148.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0155.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0131.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0188.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0364.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0173.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0222.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0226.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0150.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0198.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0143.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0058.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
database/4475179/d188s0194.jpg,Ophonus,Ophonus puncticeps,BritishCarabids
